cod_gl_res144_indec,provincia,departamento,nombre_del_gobierno_local,categoria_de_gobierno,gobierno_local_con_paso_o_centro_fronterizo,gobierno_local_que_pertenece_a_un_aglomerado_urbano,poblacion_censo_2010,localidades_administradas_por_el_gobierno_local,distancia_a_la_capital_provincial,distancia_a_la_capital_alterna,perfil_economico_de_la_region,cantidad_de_parques_industriales_renpi,incendios_reportados_en_el_periodo_1999-2022,inundaciones_reportadas_en_el_periodo_1999-2022,fiestas_locales,sitio_web,direccion_postal_de_la_sede_de_gobierno,telefonos_sede_de_gobierno,apellido_y_nombre_de_la_maxima_autoridad.,latitud,longitud
220294,Chaco,Libertador General San Martín,Presidencia Roca,Municipio de Tercera,No,No,  4.895 ,Presidencia Roca             ,"158,7 KM","110,9 KM",Primario - Industrial,0,0,4,-,https://www.facebook.com/Municipalidad-Presidencia-Roca-Chaco-521732227839389/,Av. Gral. San Martín 122.,"03725-491008,03725-491176","Martinez, Gustavo Javier ",-59.5950291804,-26.1437153809
220301,Chaco,Maipú,Tres Isletas,Municipio de Segunda,No,No,  25.288 ,Colonia La Matanza -  Kilómetro 855 -  Kilómetro 884 -  La Curva -  Tres Isletas           ,"190,4 KM","50,1 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-Tres-Isletas-1447403985276225/,Moreno 250,"0364-4461070,-","Perduk, Ladislao",-60.4312615294,-26.3403245622
220308,Chaco,Mayor Luis J. Fontana,Coronel Du Graty,Municipio de Segunda,No,No,  9.015 ,Coronel Du Graty             ,"191,3 KM","109,1 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-Cnel-Du-Graty-198015403872804/,Av. Mariano Moreno 334,"03735-498415,03735-498416,03735-498565","Dalmasso, Oscar Darío",-60.9043422133,-27.6822134076
220315,Chaco,Mayor Luis J. Fontana,Enrique Urien,Municipio de Tercera,No,No,  1.098 ,Enrique Urien             ,153 KM,"85,5 KM",Primario - Industrial,0,0,2,-,www.enriqueuriengob.com,Justo J. de Urquiza s/n,"03735-421507,-","Pascua, Liliana del Carmen",-60.5269673725,-27.5566723946
220322,Chaco,Mayor Luis J. Fontana,Villa Ángela,Municipio de Primera,No,No,  44.967 ,Colonia Pegouriel -  El Pastoril -  Villa Angela            ,"171,3 KM","91,3 KM",Primario - Industrial,1,0,2,-,www.villaangelaprensa.com.ar,1º de Mayo 8,03735-430293,"Papp, Adalberto Delfino",-60.7111256659,-27.5768775557
220329,Chaco,9 de Julio,Las Breñas,Municipio de Primera,No,No,  28.555 ,Las Breñas -  Las Piedritas      ,"212,4 KM","71,9 KM",Primario - Industrial,0,0,1,Fiesta del Inmigrante (Noviembre) -,https://www.facebook.com/juancarlos.tevez1/,Victor Mercante 870,03731-460228,"Machuca, Victor Omar ",-61.0858228221,-27.0864384535
220336,Chaco,O'Higgins,La Clotilde,Municipio de Tercera,No,No,  4.051 ,La Clotilde             ,"166,4 KM","46,9 KM",Primario - Industrial,0,0,1,-,https://www.facebook.com/LA-CLOTILDE-CHACO-1656026921304443/,"	 Calle 3, esq 16.",03735-491110,"Gasko, Victor Julio",-60.632669647,-27.1773371118
220343,Chaco,O'Higgins,La Tigra,Municipio de Tercera,No,No,  4.458 ,La Tigra             ,"163,6 KM","38,7 KM",Primario - Industrial,0,0,1,-,https://www.facebook.com/municipalidaddelatigra/,Calle 20 de junio 568,0364-4494145,"Sanchez, Alba Elsa Mabel ",-60.5876582045,-27.1142304455
220350,Chaco,O'Higgins,San Bernardo,Municipio de Segunda,No,No,  11.622 ,San Bernardo             ,"172,3 KM","61,3 KM",Primario - Industrial,0,0,1,-,https://www.facebook.com/MunicipioSanBernardo/,Ucrania y San Martín,03735-496445,"Sotelo, Silvio Miguel ",-60.7128491726,-27.2867193176
220357,Chaco,Presidencia de la Plaza,Presidencia de la Plaza,Municipio de Segunda,No,No,  12.499 ,Presidencia de la Plaza             ,"99,9 KM","63,4 KM",Primario - Industrial,0,0,2,Fiesta Nacional del Chicharrón (Noviembre) -,https://www.facebook.com/MuniPlaza/,Bernardo Pérez y San Martín,"3734 420513,-","Bernachea, Diego Andres ",-59.846377278,-26.9986431352
220364,Chaco,1° de Mayo,Colonia Benítez,Municipio de Tercera,No,No,  3.810 ,Barrio de los Pescadores -  Colonia Benítez -  Lote 1            ,"15,1 KM","159,4 KM",Primario - Industrial,0,0,5,-,https://www.facebook.com/municipiodebenitez/,Félix Amadeo Benítez s/n,"0362-4493041,-","Phipps , Sergio Pablo",-58.951895912,-27.3294380996
220371,Chaco,1° de Mayo,Margarita Belén,Municipio de Tercera,No,No,  6.512 ,Margarita Belén             ,"22,6 KM","154,9 KM",Primario - Industrial,0,0,5,Margarita Trail (Mayo) -,https://www.facebook.com/munimargarita/,Pablo Gerzel s/n.,"0362-4497012,-","Martinez, Javier Hector Alejandro",-58.97055474,-27.2590568298
220378,Chaco,Quitilipi,Quitilipi,Municipio de Primera,No,No,  34.081 ,El Paraisal -  Quitilipi -  Villa El Palmar            ,"138,7 KM","24,2 KM",Primario - Industrial,0,0,3,Fiesta Nacional del Arte Indígena (Diciembre) -,www.quitilipi.gob.ar,Cordoba 512,"0364-1546338500,-","Lovey, Reinaldo Ariel ",-60.2151995895,-26.8707906792
220385,Chaco,San Fernando,Barranqueras,Municipio de Primera,No,Si,  54.715 ,Barranqueras             ,"5,7 KM","168,4 KM",Primario - Industrial,0,0,5,-,www.barranqueras.gob.ar,Av. Laprida y Belgrano.,"0362-4484291,-","Ayala, Magda Ciles Luciana",-58.9307362645,-27.4851060657
220392,Chaco,San Fernando,Basail,Municipio de Tercera,No,No,  3.534 ,Basail -  El Paraisal      ,"55,7 KM","167,4 KM",Primario - Industrial,0,0,5,-,https://www.facebook.com/Municipalidad-de-Basail-1644271678921089/,Planta urbana,0362-4490056,"Rostan, Ignacio Luis ",-59.2814720306,-27.8876043123
220399,Chaco,San Fernando,Fontana,Municipio de Primera,No,Si,  32.027 ,Fontana             ,"7,2 KM","155,8 KM",Primario - Industrial,2,0,5,"Encuentro Nacional de Baterias, Batucadas y Pasistas (Agosto) -",www.fontana.chaco.gov.ar,Av. 9 de Julio 520,"3624897175,03624-881002,03624-688996","Rodas, Patricia Antonia ",-59.0373912555,-27.4202374035
220406,Chaco,San Fernando,Puerto Vilelas,Municipio de Segunda,No,Si,  8.878 ,El Naranjito -  Puerto Vilelas      ,"6,7 KM","168,8 KM",Primario - Industrial,0,0,5,Corso (Enero) -,www.puertovilelas.gob.ar,J.M. de Rosas s/n,"362-4482416,-","Rea, Victor Cesar ",-58.941715912,-27.5108391444
220413,Chaco,San Fernando,Resistencia,Municipio de Primera,No,Si,  291.720 ,Colonia Baranda -  Resistencia      ,0 KM,"162,7 KM",Primario - Industrial,0,0,5,Fiesta Nacional Escultura en Madera (Julio) - Bienal Internacional de las Esculturas (Julio) -,www.resistencia.gob.ar,Av. Italia 150,0362-4458222,"Martinez, Gustavo Martín ",-58.9824140126,-27.4626246
220420,Chaco,San Lorenzo,Samuhú,Municipio de Tercera,No,No,  2.111 ,Samuhú             ,"139,6 KM",81 KM,Primario - Industrial,0,0,1,-,https://www.facebook.com/Prensa-Municipio-Samuhu-108495614418930/,Lavalle s/n,03735-497207,"Lezcano, Elba Patricia ",-60.3940259706,-27.5191076768
220427,Chaco,San Lorenzo,Villa Berthet,Municipio de Segunda,No,No,  12.591 ,Villa Berthet             ,"143,2 KM",55 KM,Primario - Industrial,0,0,1,-,www.villaberthet.gob.ar,Güemes y Belgrano,03735-497749,"Honckeruk, Atlanto ",-60.4159744926,-27.2853226966
220434,Chaco,Sargento Cabral,Capitán Solari,Municipio de Tercera,No,No,  2.337 ,Capitán Solari             ,"92,9 KM","87,9 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/Municipalidad-de-Capitan-Solari-108629217949519/,Planta urbana s/n.,3624-727415,"Areco, Guillermo Nicanor ",-59.5570832354,-26.8023878092
220441,Chaco,Sargento Cabral,Colonia Elisa,Municipio de Tercera,No,No,  4.882 ,Colonia Elisa -  Ingeniero Barbet      ,"79,4 KM",93 KM,Primario - Industrial,0,0,2,-,www.coloniaelisa.gob.ar,Av. San Martín 462,03734-491017,"Maidana, Pedro León",-59.5188114274,-26.931635789
220448,Chaco,Sargento Cabral,Colonias Unidas,Municipio de Tercera,No,No,  3.954 ,Colonias Unidas             ,"106,6 KM","81,1 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/colonias.unidaschaco,Dr. Antonio Fleming y Mariano Moreno s/n.,"03725-496111,03725-455016","Leiva, Alicia Mabel",-59.6322100648,-26.6983483794
220455,Chaco,Sargento Cabral,Las Garcitas,Municipio de Tercera,No,No,  4.716 ,Las Garcitas             ,124 KM,"66,7 KM",Primario - Industrial,0,0,2,-,www.lasgarcitas.gob.ar,Av. San Martin s/n.,03725-497004,"Dolce, Sergio Andrés ",-59.7990423173,-26.6180677853
220462,Chaco,Tapenagá,Cote Lai,Municipio de Tercera,No,No,  1.705 ,Cote Lai             ,"59,1 KM","118,9 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/municipalidaddecotelaichaco/,Av. 9 de Julio y Celestino Aguirre,0362-4495104,"Rodriguez, Humberto Augusto ",-59.5750500612,-27.5314293673
220469,Chaco,Tapenagá,Charadai,Municipio de Tercera,No,No,  2.392 ,Charadai -  Haumonia -  Horquilla -  La Sabana     ,"89,2 KM","111,7 KM",Primario - Industrial,0,0,2,-,https://www.facebook.com/MuniCharadai/, Presidente Perón 118.,03721-495105,"Aguirre, Eladio Fabián ",-59.8603507317,-27.6523644224
220476,Chaco,25 de Mayo,Machagai,Municipio de Primera,No,No,  29.215 ,Colonia Aborigen -  Machagai -  Napalpí            ,"121,3 KM","41,8 KM",Primario - Industrial,1,0,2,-,www.machagai.gob.ar,Obligado 16,"3734 471344,3734 471388","Garcia, Juan Manuel ",-60.0484194131,-26.9261347619
260007,Chubut,Biedma,Puerto Madryn,Municipio de Primera,No,No,  81.995 ,Puerto Madryn -  Quintas El Mirador -  Reserva Area Protegida El Doradillo            ,"59,1 KM","396,2 KM",Industrial - Primario,3,0,1,Vía Crucis Submarino (Abril) - Fiesta de Pescadores Artesanales (Abril) - Desembarco Gales (Julio) - Madryn al Plato (Julio) - Fiesta Nacional del Cordero (Noviembre) -,http://www.madryn.gov.ar/ ,Belgrano 250 Cp 9120,0280-4453480,"Sastre, Gustavo Rafael ",-65.0366755873,-42.7672814964
260014,Chubut,Cushamen,Cholila,Municipio de Segunda,No,No,  2.228 ,Cholila -  El Blanco      ,"523,2 KM","488,8 KM",Primario - Industrial,0,1,2,Fiesta Nacional del Asado (Enero) -,http://www.turismocholila.gov.ar ,Av. 15 de Diciembre s/n,(02945) 498040,"Boudargham, Silvio Ubaldo ",-71.4311343837,-42.5113511425
260021,Chubut,Cushamen,El Hoyo,Municipio de Segunda,No,No,  2.947 ,Arroyo El Pedregoso -  El Hoyo      ,"542,5 KM","532,8 KM",Primario - Industrial,0,1,2,Fiesta Nacional de la Fruta Fina (Febrero) - Fiesta de las Bellezas Naturales de Puerto Patriada (Febrero) -, http://www.elhoyo.gov.ar/,Avenida Islas Malvinas 518,(0294) 4471504,"Huisman, Rolando Pablo",-71.5191432919,-42.064050303
260028,Chubut,Cushamen,El Maitén,Municipio de Segunda,No,No,  4.422 ,Buenos Aires Chico -  El Maitén      ,"515,3 KM","517,4 KM",Primario - Industrial,0,1,2,Fiesta del Indio Americano (Abril) - Fiesta Nacional del Tren a Vapor (Febrero) -,https://elmaiten.gob.ar/,Av. San Martin 9210 ,"02945-495150,02945-495117","Currilén, Oscar Rubén ",-71.1691283306,-42.0505497623
260035,Chubut,Cushamen,Epuyén,Municipio de Segunda,No,No,  1.749 ,Epuyén -  Lago Epuyén      ,"525,7 KM","510,7 KM",Primario - Industrial,0,1,2,Fiesta Provincial de Artesanos (Enero) -, http://www.epuyen.gov.ar/ ,Los Cóndores 1824,"02945-499040,02945-499149","Reato, Antonio Florindo",-71.371059779,-42.2292260349
260042,Chubut,Cushamen,Lago Puelo,Municipio de Segunda,Si,No,  6.038 ,Lago Puelo             ,"548,8 KM","536,9 KM",Primario - Industrial,0,1,2,Fiesta Nacional del Bosque (Febrero) -,www.lagopuelo.gob.ar/ registracion.lagopuelo.gob.ar,Av. 2 de Abril y Av. Los Notros (9211),"0294-4499082,0294-4319534","Sanchez, Augusto Luis",-71.5971400316,-42.0601321619
260049,Chubut,Escalante,Comodoro Rivadavia,Municipio de Primera,No,Si,  177.038 ,Astra -  Comodoro Rivadavia -  Diadema Argentina -  La Herradura     ,"342,4 KM",0 KM,Industrial,2,0,2,Fiesta Día Mundial del Folclore (Agosto) - Fiesta Nacional del Petróleo (Diciembre) - Fiesta del Pescador (Febrero) - Aniversario Comodoro Rivadavia (Febrero) - Fiesta de las Provincias (Noviembre) - Fiesta Nacional de las Colectividades (Septiembre) - Expo Turismo Comodoro (Septiembre) - Comodoro Invita (Septiembre) -,http://www.comodoro.gov.ar/ ,Moreno 815,"0297-4060627,0297-4067506","Luque, Juan Pablo",-67.4821597744,-45.8654181471
260056,Chubut,Escalante,Rada Tilly,Municipio de Segunda,No,Si,  9.100 ,Rada Tilly             ,351 KM,"8,6 KM",Industrial,0,0,2,-,https://radatilly.gob.ar/,Fragata 25 de Mayo 94,"4453368,4453369,4453370","Juncos, Luis Emilio ",-67.5537244368,-45.9249664506
260063,Chubut,Florentino Ameghino,Camarones,Municipio de Segunda,No,No,  1.296 ,Camarones             ,174 KM,"182,7 KM",Primario - Industrial,0,0,2,Fiesta Nacional del Salmón (Marzo) -,http://www.camarones.gov.ar/ ,San Martin 5701 Cp 9111 ,"0297-4963040,-","Loyola, Claudia Alejandra",-65.7103327507,-44.7984548742
260070,Chubut,Futaleufú,Corcovado,Municipio de Segunda,No,No,  1.820 ,Corcovado             ,"515,4 KM","408,4 KM",Industrial - Primario,0,0,1,Fiesta del Rafting (Diciembre) -,https://www.facebook.com/Municipalidad-del-Pueblo-de-Corcovado-1435529100043451/,San Martín esq. 25 de Mayo,(02945) 494044,"Molina, Hector Ariel",-71.4688553318,-43.5393021857
260077,Chubut,Futaleufú,Esquel,Municipio de Primera,No,No,  32.758 ,Esquel             ,507 KM,"448,5 KM",Industrial - Primario,1,0,1,Fiesta del Carrero (Febrero) - Semana de Esquel (Febrero) - Fiesta del Jinete y Reservado (Febrero) - Fiesta del Poblador Rural (Marzo) - Fiesta Nacional del Sky (Septiembre) -, http://www.esquel.gov.ar/ ,Mitre 524 Cp 9200,"02945-451923,02945-451925,02945-451921","Ongarato, Sergio",-71.3215725536,-42.9173207102
260084,Chubut,Futaleufú,Trevelín,Municipio de Segunda,Si,No,  7.908 ,Aldea Escolar (Los Rápidos) -  Lago Rosario -  Los Cipreses -  Trevelín     ,"516,7 KM","442,2 KM",Industrial - Primario,1,0,1,Expo Feria Trevelin (Abril) - Fiesta del Ciprés Cordillerano (Enero) - Fiesta Provincial del Ternero Cordillerano (Enero) - Fiesta de la Tortilla Al Rescoldo (Febrero) - Fiesta Regional de los Instrumentos Mapuches (Marzo) -,http://www.trevelin.gob.ar/ ,Av. Raul Ricardo Alfonsin,"02945-480145,02945-480129","Ingram, Héctor Ricardo ",-71.4643704469,-43.093044656
260091,Chubut,Gaiman,Dolavon,Municipio de Segunda,No,No,  3.307 ,Dolavon             ,"48,5 KM","317,5 KM",Industrial - Primario,0,0,1,Fiesta de Carnavales (Febrero) - Keipon Fest (Mayo) - Chorilavon (Noviembre) -,https://dolavon.gob.ar/,Av. 25 de Mayo 260,"(02804) 492052, 02804 492008","Bowen, Dante Martín",-65.7098722771,-43.3079788424
260098,Chubut,Gaiman,Gaiman,Municipio de Segunda,No,No,  6.627 ,Gaiman             ,"31,3 KM","326,9 KM",Industrial - Primario,0,0,1,Aniversario de Gaiman (Agosto) - Muestra Agropecuaria Gaiman (Marzo) -, http://www.gaiman.gov.ar/ ,Plaza Julio A. Roca s/n,"(0280) 4491014,-","James, Dario Ernesto",-65.4983708667,-43.2916167984
260105,Chubut,Languiñeo,Tecka,Municipio de Segunda,No,No,  1.237 ,Tecka             ,"462,1 KM","373,3 KM",Primario - Industrial,0,0,2,Fiesta Provincial del Calafate (Febrero) -,https://www.facebook.com/Municipalidad-de-Tecka-Oficial-147693542392480/,Avda. San Martín esq. Fontana,(02945) 493 011,"Seitune, Jorge",-70.8107807404,-43.4928649437
260112,Chubut,Rawson,Rawson,Municipio de Primera,No,Si,  31.787 ,Barrio Aldea Casa Blanca -  Barrio Rodas Park -  Don Emilio -  Playa Magagna -  Playa Unión -  Rawson    ,0 KM,"342,4 KM",Industrial - Primario,1,0,1,Fiesta Nacional del Langostino (Enero) - Fiesta Nacional de los Pescadores (Febrero) - Fiesta de la Tonina Overa (Febrero) - Fiesta Nacional del Atlántico Sur (Febrero) - Fiesta del Pulpo Tehuelche (Febrero) -,http://www.rawson.gov.ar,Boulevard Sarmiento 474,"0264-4280677,-","Biss, Damian Manuel",-65.1126030634,-43.2955738334
260119,Chubut,Rawson,Trelew,Municipio de Primera,No,Si,  99.430 ,Trelew             ,"16,7 KM","338,1 KM",Industrial - Primario,2,0,1,Fiesta Provincial de la Lana (Mayo) - Eisteddfod (Octubre) - Fiesta Provincial del Pingüino (Septiembre) -,http://www.trelew.gov.ar/ ,Rivadavia 390. Piso 1 (CP 9100),"0280-4427910,0280-4672841","Maderna, Adrian Dario ",-65.3093805897,-43.2531867502
260126,Chubut,Río Senguer,Alto Río Senguer,Municipio de Segunda,Si,No,  1.693 ,Alto Río Senguer             ,"496,2 KM","276,9 KM",Primario - Industrial,0,0,1,Festival Provincial Gato y Mancha (Enero) -,http://www.riosenguer.gov.ar ,Rivadavia s/n.,(02945) 497019,"Lopéz Gutierrez, Miguel Angel",-70.8233836031,-45.0418822729
260133,Chubut,Río Senguer,Río Mayo,Municipio de Segunda,Si,No,  2.791 ,Río Mayo             ,"487,9 KM","216,7 KM",Primario - Industrial,0,0,1,Fiesta Nacional de la Esquila (Enero) -,http://riomayo.gob.ar/,Belgrano 585,"02903-420047,02903-42094","Avendaño, Alejandro Andrés",-70.2566379579,-45.6861769978
260140,Chubut,Sarmiento,Sarmiento,Municipio de Primera,No,No,  11.124 ,Sarmiento             ,"405,2 KM","127,4 KM",Primario - Industrial,1,0,1,Fiesta De Doma y Folclore (Febrero) -,http://www.coloniasarmiento.gov.ar/ ,Av. San Martín 722,"(0297) 498-3401,(0297)4893451","Balochi, Sebastián Angel",-69.0689409611,-45.5868679093
260147,Chubut,Tehuelches,Gobernador Costa,Municipio de Segunda,No,No,  2.374 ,Gobernador Costa             ,"450,2 KM","318,4 KM",Primario - Industrial,0,0,1,Fiesta Provincial del Caballo (Febrero) -,https://www.gobernadorcosta.gob.ar/,Estrada y Ameghino s/n Cp 9223,"02945-491003,02945-491004","Goméz, Miguel Angel ",-70.5990240935,-44.0487066292
260154,Chubut,Tehuelches,José de San Martín,Municipio de Segunda,No,No,  1.612 ,José de San Martín             ,"440,1 KM","310,4 KM",Primario - Industrial,0,0,1,Fiesta Provincial del Bagual (Diciembre) -,https://www.josedesanmartin.gob.ar/,Belgrano 490 Cp 9220,"02945-496030,02945-496094","Calpanchay, Rubén Osvaldo",-70.4707413515,-44.051465314
260161,Chubut,Tehuelches,Río Pico,Municipio de Segunda,No,No,  1.299 ,Río Pico             ,"513,3 KM","359,2 KM",Primario - Industrial,0,0,1,Fiesta Regional de la Naturaleza y el Aire Puro (Enero) -,https://www.riopico.gob.ar/,San Martín s/n,(02945) 492 115/ 011,"Peréz, Santiago Diego ",-71.3683181076,-44.1793548777
265007,Chubut,Cushamen,Gualjaina,Municipio de Segunda,No,No,  1.183 ,Gualjaina             ,"446,8 KM","426,2 KM",Primario - Industrial,0,1,2,Encuentro Gastronomico Ancestral (Octubre) -,https://www.gualjaina.gob.ar/,Av. Benito Fernández y Francisco Iturburo,(02945) 479106,"Limarieri, Marcelo Horacio",-70.5377200175,-42.7238322617
265014,Chubut,Gaiman,28 de Julio,Comisión de Fomento,No,No,  797 ,28 de Julio             ,"59,9 KM","304,9 KM",Industrial - Primario,0,0,1,Fiesta del Agricultor (Febrero) -,https://www.facebook.com/Municipalidad-28-de-Julio-113882763587639/,"RP 10, Chacra 338","(0280) 4492 251,-","Agüero, Adriana Alicia",-65.8404264781,-43.3892221635
265021,Chubut,Paso de Indios,Paso de Indios,Comuna Rural,No,No,  1.264 ,Paso de Indios             ,324 KM,"254,7 KM",Primario - Industrial,0,0,2,Fiesta del Fósil (Febrero) - Fiesta Nacional del Peón Rural (Marzo) -,S/D,S/D,"-,-","Pichiñan, Mario Horacio",-69.0465861739,-43.8643860055
265028,Chubut,Biedma,Puerto Pirámides,Comisión de Fomento,No,No,  565 ,Puerto Pirámides             ,"105,1 KM","446,8 KM",Industrial - Primario,0,0,1,Fiesta Nacional de la Ballena (Septiembre) -,http://www.puertopiramides.gov.ar/ ,Av. Las Ballenas s/n Cp 9121,0280-4495000,"Gandon, Fabián Benito ",-64.2841628776,-42.5720910613
268014,Chubut,Cushamen,Cushamen,Comuna Rural,No,No,  740 ,Cushamen Centro             ,"471,2 KM","483,5 KM",Primario - Industrial,0,1,2,Fiesta Regional del Poncho Patagónico (Diciembre) - Fiesta Regional de la Señalada (Enero) - Fiesta de la Tradición y Cultura (Octubre) -,Sin datos,Sin datos,S/D,"Millahuala, Ricardo Eliseo ",-70.6613977881,-42.173017612
268021,Chubut,Futaleufú,Cerro Centinela,Comuna Rural,No,No,  267 ,Cerro Centinela             ,"525,8 KM","420,4 KM",Industrial - Primario,0,0,1,Fiesta del Leñatero (Marzo) -,https://m.facebook.com/Comuna-Rural-Cerro-Centinela-Chubut-121037018543675/,Sin datos,S/D,"Roa, Rosa Beatriz ",-71.5988945361,-43.4834654473
268028,Chubut,Gaiman,Dique Florentino Ameghino,Comuna Rural,No,No,  156 ,Dique Florentino Ameghino             ,"118,7 KM","254,1 KM",Industrial - Primario,0,0,1,Fiesta de la Energía (Febrero) -,http://www.florentino-ameghino.gov.ar ,Sin datos,S/D,"De Domingo, Raúl",-66.4713255564,-43.6990684074
268035,Chubut,Gastre,Gastre,Comuna Rural,No,No,  602 ,Gastre             ,"355,3 KM","424,5 KM",Primario - Industrial,0,0,2,Fiesta del Chivito (Febrero) -,https://www.facebook.com/GastreComuna/,Sin datos,(280) 4490554,"Peréz, Genaro ",-69.2221438045,-42.2631981302
268042,Chubut,Gastre,Lagunita Salada,Comuna Rural,No,No,  129 ,Lagunita Salada             ,"334,7 KM","372,2 KM",Primario - Industrial,0,0,2,Fiesta del Tejido Artesanal (Diciembre) - Fiesta Provincial del Acordeón y la Guitarra (Enero) -,Sin datos,Sin datos,S/D,"Ancamil, Omar ",-69.1490058698,-42.7422327478
268049,Chubut,Languiñeo,Aldea Epulef,Comisión de Fomento,No,No,  251 ,Aldea Epulef             ,"371,5 KM","333,2 KM",Primario - Industrial,0,0,2,Fiesta de la Marcación (Febrero) -,Sin datos,Sin datos,S/D,"Gonzalez, Alejandro Elbio ",-69.6922931608,-43.3208227441
